pl_name,matched,match_kind,master_lang_id,master_name,source_flags,extensions,in_pldb,in_linguist,in_wikipedia,in_esolang,in_hyperpolyglot,in_pygments,in_rosettacode,fuzzy_candidates
SISAL,True,exact_canonical,sisal,sisal,pldb,,True,False,False,False,False,False,True,
SISC,True,exact_canonical,sisc,sisc,pldb,,True,False,False,False,False,False,False,
Sixten,True,exact_canonical,sixten,sixten,pldb,,True,False,False,False,False,False,False,
Sketch,False,,,,,,False,False,False,False,False,False,False,
Skew,True,exact_canonical,skew,skew,pldb,,True,False,False,False,False,False,True,
SKILL,False,,,,,,False,False,False,False,False,False,False,
Skip,True,exact_canonical,skip,skip,pldb,,True,False,False,False,False,False,False,
SkookumScript,True,exact_canonical,skookumscript,skookumscript,pldb,,True,False,False,False,False,False,True,
Skribe,False,,,,,,False,False,False,False,False,False,False,
Skript,False,,,,,,False,False,False,False,False,False,False,Skript+
Skull,True,exact_canonical,skull,Skull,esolang,,False,False,False,True,False,False,False,
SL5,True,exact_canonical,sl5,sl5,pldb,,True,False,False,False,False,False,False,
SLAM,True,exact_canonical,slam,Slam,esolang,,False,False,False,True,False,False,False,
Slang,True,exact_canonical,slang,slang,esolang;linguist;pldb,.slang,True,True,False,True,False,False,False,
Slash,True,exact_canonical,slash,slash,linguist;pldb,.sl,True,True,False,False,True,True,False,
Slashes,False,,,,,,False,False,False,False,False,False,False,
Slate,False,,,,,,False,False,False,False,False,False,False,
SLAX,False,,,,,,False,False,False,False,False,False,False,
Sleep,True,exact_canonical,sleep,Sleep,esolang,,False,False,False,True,False,False,False,
SLEIGH,False,,,,,,False,False,False,False,False,False,False,
SLEUTH,True,exact_canonical,sleuth,sleuth,pldb,,True,False,False,False,False,False,False,
Slice,True,exact_canonical,slice,slice,linguist;pldb,.ice,True,True,False,False,True,False,False,
Slim,True,exact_canonical,slim,slim,esolang;linguist;pldb,.slim,True,True,False,True,True,True,False,
Slint,True,exact_canonical,slint,Slint,linguist,.slint,False,True,False,False,False,False,False,
SLIP,True,exact_canonical,slip,slip,pldb,,True,False,False,False,False,False,False,
Slogan,False,,,,,,False,False,False,False,False,False,False,
SMAL,False,,,,,,False,False,False,False,False,False,False,
Smali,True,exact_canonical,smali,smali,linguist;pldb,.smali,True,True,False,False,True,True,False,
Small,True,exact_canonical,small,small,esolang;pldb,,True,False,False,True,False,False,False,
Small Basic,False,,,,,,False,False,False,False,False,False,False,smallbasic
Small-C,True,exact_canonical,small-c,small-c,pldb,,True,False,False,False,False,False,False,
SmallBASIC,True,exact_canonical,smallbasic,smallbasic,pldb,,True,False,False,False,False,False,False,
Smalltalk,True,exact_canonical,smalltalk,smalltalk,linguist;pldb;wikipedia,.cs .st,True,True,True,False,True,True,True,
Smalltalk-71,False,,,,,,False,False,False,False,False,False,False,
Smalltalk-72,False,,,,,,False,False,False,False,False,False,False,
Smalltalk-74,False,,,,,,False,False,False,False,False,False,False,
Smalltalk-76,True,exact_canonical,smalltalk-76,smalltalk-76,pldb,,True,False,False,False,False,False,False,
Smalltalk-78,False,,,,,,False,False,False,False,False,False,False,
Smalltalk-80,True,exact_canonical,smalltalk-80,smalltalk-80,pldb,,True,False,False,False,False,False,False,
Smalltalk-82,False,,,,,,False,False,False,False,False,False,False,
Smalltalk/X,False,,,,,,False,False,False,False,False,False,False,
SmartBASIC,False,,,,,,False,False,False,False,False,False,False,
SmartPy,False,,,,,,False,False,False,False,False,False,False,smarty
Smarty,True,exact_canonical,smarty,smarty,linguist;pldb,.tpl,True,True,False,False,True,True,False,
SMIL,False,,,,,,False,False,False,False,False,False,False,
SmileBASIC,False,,,,,,False,False,False,False,False,False,False,
Smithy,True,exact_canonical,smithy,smithy,linguist;pldb,.smithy,True,True,False,False,False,True,False,
SML,True,exact_canonical,sml,SML,esolang,,False,False,False,True,False,True,False,
SML#,False,,,,,,False,False,False,False,False,False,False,
SML/NJ,False,,,,,,False,False,False,False,False,False,False,
SMP,False,,,,,,False,False,False,False,False,False,False,
SmPL,True,exact_canonical,smpl,smpl,linguist;pldb,.cocci,True,True,False,False,True,False,False,
SMT-LIB,False,,,,,,False,False,False,False,False,False,False,
SMV,False,,,,,,False,False,False,False,False,False,False,
Snakemake,True,exact_canonical,snakemake,snakemake,linguist;pldb,.smk .snakefile,True,True,False,False,False,False,False,
SNAP,True,exact_canonical,snap,snap,pldb,,True,False,False,False,False,False,False,
Snap!,True,normalized_canonical,snap,snap,pldb,,True,False,False,False,False,False,False,
SNEK,True,exact_canonical,snek,Snek,esolang,,False,False,False,True,False,False,False,
SNOBOL,True,exact_canonical,snobol,snobol,pldb;wikipedia,,True,False,True,False,False,True,True,
SNOBOL1,False,,,,,,False,False,False,False,False,False,False,snobol
SNOBOL2,False,,,,,,False,False,False,False,False,False,False,snobol
SNOBOL3,True,exact_canonical,snobol3,snobol3,pldb,,True,False,False,False,False,False,False,
SNOBOL4,True,exact_canonical,snobol4,snobol4,pldb,,True,False,False,False,False,False,True,
SNOBOL5,True,exact_canonical,snobol5,SNOBOL5,esolang,,False,False,False,True,False,False,False,
Snowball,False,,,,,,False,False,False,False,False,False,False,
Snowflake Scripting,False,,,,,,False,False,False,False,False,False,False,
SNUSP,True,exact_canonical,snusp,SNUSP,esolang,,False,False,False,True,False,False,True,
SOAP,True,exact_canonical,soap,soap,esolang;pldb,,True,False,False,True,False,False,False,
Soar,False,,,,,,False,False,False,False,False,False,False,
SociaLite,True,exact_canonical,socialite,socialite,pldb,,True,False,False,False,False,False,False,
SOL,False,,,,,,False,False,False,False,False,False,False,
Solidity,True,exact_canonical,solidity,solidity,linguist;pldb,.sol,True,True,False,False,True,True,False,
SOM,False,,,,,,False,False,False,False,False,False,False,
Sonic Pi,False,,,,,,False,False,False,False,False,False,False,
Sophia,True,exact_canonical,sophia,sophia,pldb,,True,False,False,False,False,True,False,
SOQL,True,exact_canonical,soql,soql,pldb,,True,False,False,False,False,False,False,
Souffle,True,exact_canonical,souffle,souffle,pldb,,True,False,False,False,False,False,False,
Soufflé,True,normalized_canonical,souffle,souffle,pldb,,True,False,False,False,False,False,False,
SOUL,True,exact_canonical,soul,soul,esolang;pldb,,True,False,False,True,False,False,False,
Source,False,,,,,,False,False,False,False,False,False,False,
SourcePawn,True,exact_canonical,sourcepawn,sourcepawn,linguist;pldb,.inc .sp,True,True,False,False,True,True,False,
SP/k,False,,,,,,False,False,False,False,False,False,False,
SPAD,False,,,,,,False,False,False,False,False,False,False,
Spade,True,exact_canonical,spade,SPADE,esolang,,False,False,False,True,False,False,False,
SPARC,True,exact_canonical,sparc,sparc,pldb,,True,False,False,False,False,False,False,
SPARC Assembly,False,,,,,,False,False,False,False,False,False,False,
Sparcl,False,,,,,,False,False,False,False,False,False,False,
SparForte,False,,,,,,False,False,False,False,False,False,False,
SPARK,True,exact_canonical,spark,spark,pldb,,True,False,False,False,False,False,True,
Sparkling,False,,,,,,False,False,False,False,False,False,False,
SPARQL,True,exact_canonical,sparql,sparql,linguist;pldb,.rq .sparql,True,True,False,False,True,True,False,
Sparrow,False,,,,,,False,False,False,False,False,False,False,
Speakeasy,True,exact_canonical,speakeasy,speakeasy,pldb,,True,False,False,False,False,False,False,
Spec#,False,,,,,,False,False,False,False,False,False,False,
SpecC,False,,,,,,False,False,False,False,False,False,False,
Specman E,False,,,,,,False,False,False,False,False,False,False,
Specware,False,,,,,,False,False,False,False,False,False,False,
Speedcode,False,,,,,,False,False,False,False,False,False,False,
Speedcoding,True,exact_canonical,speedcoding,speedcoding,pldb,,True,False,False,False,False,False,False,
Speedie,True,exact_canonical,speedie,speedie,pldb,,True,False,False,False,False,False,False,
SPICE,True,exact_canonical,spice,spice,esolang;pldb,,True,False,False,True,False,True,False,
Spice Lisp,False,,,,,,False,False,False,False,False,False,False,
SpiderBasic,True,exact_canonical,spiderbasic,spiderbasic,pldb,,True,False,False,False,False,False,False,
Spin,True,exact_canonical,spin,spin,esolang;pldb,,True,False,False,True,False,False,True,
SpinalHDL,False,,,,,,False,False,False,False,False,False,False,
SPIR-V,True,exact_canonical,spir-v,spir-v,pldb,,True,False,False,False,False,False,False,
Spiral,True,exact_canonical,spiral,spiral,esolang;pldb,,True,False,False,True,False,False,False,
SPITBOL,True,exact_canonical,spitbol,spitbol,pldb,,True,False,False,False,False,False,False,
SPL,True,exact_canonical,spl,spl,esolang;pldb,,True,False,False,True,False,False,True,
Split-C,True,exact_canonical,split-c,split-c,pldb,,True,False,False,False,False,False,False,
SPOOL,False,,,,,,False,False,False,False,False,False,False,
Spoon,True,exact_canonical,spoon,Spoon,esolang,,False,False,False,True,False,False,False,
Sporth,True,exact_canonical,sporth,sporth,pldb,,True,False,False,False,False,False,False,
Sprak,False,,,,,,False,False,False,False,False,False,False,
Spry,True,exact_canonical,spry,spry,pldb,,True,False,False,False,False,False,False,
SPS,True,exact_canonical,sps,sps,pldb,,True,False,False,False,False,False,False,
SPSS,True,exact_canonical,spss,spss,pldb,,True,False,False,False,False,False,True,
SPSS Syntax,False,,,,,,False,False,False,False,False,False,False,
SPWN,False,,,,,,False,False,False,False,False,False,False,
SQF,True,exact_canonical,sqf,SQF,linguist,.hqf .sqf,False,True,False,False,True,False,False,
SQL,True,exact_canonical,sql,sql,linguist;pldb,.ddl .inc .mysql .prc .sql .tab .udf .viw,True,True,False,False,True,True,True,
SQL PL,False,,,,,,False,False,False,False,False,False,False,
SQL++,False,,,,,,False,False,False,False,False,False,False,SRL++
SQL/PSM,False,,,,,,False,False,False,False,False,False,False,
SQLJ,False,,,,,,False,False,False,False,False,False,False,
SQR,True,exact_canonical,sqr,sqr,pldb,,True,False,False,False,False,False,False,
Squeak,True,exact_canonical,squeak,squeak,pldb;wikipedia,,True,False,True,False,False,True,False,
Squiffy,False,,,,,,False,False,False,False,False,False,False,
Squiggle,True,exact_canonical,squiggle,squiggle,esolang;pldb,,True,False,False,True,False,False,False,
Squint,False,,,,,,False,False,False,False,False,False,False,
Squirrel,True,exact_canonical,squirrel,squirrel,linguist;pldb,.nut,True,True,False,False,True,False,True,
SR,True,exact_canonical,sr,sr,esolang;pldb,,True,False,False,True,False,False,False,
SSEM,False,,,,,,False,False,False,False,False,False,False,
SSI,True,exact_canonical,ssi,ssi,pldb,,True,False,False,False,False,False,False,
SSML,True,exact_canonical,ssml,ssml,pldb,,True,False,False,False,False,False,False,
SSReflect,False,,,,,,False,False,False,False,False,False,False,
STAGE2,True,exact_canonical,stage2,stage2,pldb,,True,False,False,False,False,False,False,
Stalin,True,exact_canonical,stalin,stalin,pldb,,True,False,False,False,False,False,False,
Stan,True,exact_canonical,stan,stan,linguist;pldb,.stan,True,True,False,False,True,True,False,
Standard BASIC,False,,,,,,False,False,False,False,False,False,False,
Standard Lisp,False,,,,,,False,False,False,False,False,False,False,standard-lisp
Standard ML,True,exact_tool,standard-ml,standard-ml,linguist;pldb,.fun .ml .sig .sml,True,True,False,False,True,True,True,
Standard Pascal,False,,,,,,False,False,False,False,False,False,False,
Stanza,False,,,,,,False,False,False,False,False,False,False,
Starlark,True,exact_canonical,starlark,starlark,linguist;pldb;wikipedia,.bzl .star,True,True,True,False,True,True,False,
StarLisp,False,,,,,,False,False,False,False,False,False,False,
StarLogo,True,exact_canonical,starlogo,starlogo,pldb,,True,False,False,False,False,False,False,
StarOffice Basic,False,,,,,,False,False,False,False,False,False,False,staroffice-basic
Starry,True,exact_canonical,starry,Starry,esolang,,False,False,False,True,False,False,False,
Stata,True,exact_canonical,stata,stata,linguist;pldb,.ado .do .doh .ihlp .mata .matah .sthlp,True,True,False,False,True,True,True,
Stax,True,exact_canonical,stax,Stax,esolang,,False,False,False,True,False,False,True,
Steel,False,,,,,,False,False,False,False,False,False,False,
STELLA,True,exact_canonical,stella,stella,pldb,,True,False,False,False,False,False,False,
STklos,False,,,,,,False,False,False,False,False,False,False,
Stochastic Pi,False,,,,,,False,False,False,False,False,False,False,
STOIC,False,,,,,,False,False,False,False,False,False,False,
STOS BASIC,False,,,,,,False,False,False,False,False,False,False,
Strand,False,,,,,,False,False,False,False,False,False,False,
Stratego,True,exact_canonical,stratego,stratego,pldb,,True,False,False,False,False,False,False,
Stratego/XT,False,,,,,,False,False,False,False,False,False,False,
StreamIt,True,exact_canonical,streamit,streamit,pldb,,True,False,False,False,False,False,True,
Streem,True,exact_canonical,streem,streem,pldb,,True,False,False,False,False,False,False,
STRESS,True,exact_canonical,stress,stress,pldb,,True,False,False,False,False,False,False,
STRIPS,True,exact_canonical,strips,strips,pldb,,True,False,False,False,False,False,False,
Strongtalk,True,exact_canonical,strongtalk,strongtalk,pldb,,True,False,False,False,False,False,False,
Stroscot,False,,,,,,False,False,False,False,False,False,False,
Structured Text,False,,,,,,False,False,False,False,False,False,False,structured-text
Strudel,True,exact_canonical,strudel,strudel,pldb,,True,False,False,False,False,False,False,
STRUDL,True,exact_canonical,strudl,strudl,pldb,,True,False,False,False,False,False,False,
Stylus,True,exact_canonical,stylus,stylus,linguist;pldb,.styl,True,True,False,False,True,False,False,
SubC,False,,,,,,False,False,False,False,False,False,False,
Subleq,True,exact_canonical,subleq,subleq,esolang;pldb,,True,False,False,True,False,False,False,
Subneg,False,,,,,,False,False,False,False,False,False,False,
Subtext,True,exact_canonical,subtext,subtext,pldb,,True,False,False,False,False,False,False,
SugarJ,True,exact_canonical,sugarj,sugarj,pldb,,True,False,False,False,False,False,False,
Sunder,False,,,,,,False,False,False,False,False,False,False,
Suneido,True,exact_canonical,suneido,suneido,pldb,,True,False,False,False,False,False,True,
Superbase,False,,,,,,False,False,False,False,False,False,False,
SuperBASIC,True,exact_canonical,superbasic,superbasic,pldb,,True,False,False,False,False,False,False,
SuperCard,False,,,,,,False,False,False,False,False,False,False,
SuperCollider,True,exact_canonical,supercollider,supercollider,linguist;pldb,.sc .scd,True,True,False,False,True,True,True,
SuperPascal,False,,,,,,False,False,False,False,False,False,False,
SuperPILOT,False,,,,,,False,False,False,False,False,False,False,
Superplan,True,exact_canonical,superplan,superplan,pldb,,True,False,False,False,False,False,False,
SuperTalk,True,exact_canonical,supertalk,supertalk,pldb,,True,False,False,False,False,False,True,
Svelte,True,exact_canonical,svelte,svelte,linguist;pldb,.svelte,True,True,False,False,True,False,False,
SVL,True,exact_canonical,svl,svl,pldb,,True,False,False,False,False,False,False,
Sway,True,exact_canonical,sway,Sway,linguist,.sw,False,True,False,False,False,False,False,
Sweet.js,False,,,,,,False,False,False,False,False,False,False,sweetjs
Sweet16,False,,,,,,False,False,False,False,False,False,False,
SWI-Prolog,True,exact_canonical,swi-prolog,swi-prolog,pldb,,True,False,False,False,False,False,True,
Swift,True,exact_canonical,swift,swift,linguist;pldb,.swift,True,True,False,False,True,True,True,
Swift/T,False,,,,,,False,False,False,False,False,False,False,
SwiftScript,False,,,,,,False,False,False,False,False,False,False,
SWIG,True,exact_canonical,swig,SWIG,linguist,.i .swg .swig,False,True,False,False,True,True,False,
SWRL,True,exact_canonical,swrl,swrl,pldb,,True,False,False,False,False,False,False,
SXML,True,exact_canonical,sxml,sxml,pldb,,True,False,False,False,False,False,False,
SYCL,False,,,,,,False,False,False,False,False,False,False,
SYMBAL,True,exact_canonical,symbal,symbal,pldb,,True,False,False,False,False,False,False,
Symja,False,,,,,,False,False,False,False,False,False,False,
SYMPL,True,exact_canonical,sympl,sympl,pldb,,True,False,False,False,False,False,False,
Symta,False,,,,,,False,False,False,False,False,False,False,
Syndicate,True,exact_canonical,syndicate,syndicate,pldb,,True,False,False,False,False,False,False,
Sysquake,False,,,,,,False,False,False,False,False,False,False,
System F,False,,,,,,False,False,False,False,False,False,False,Systemf
SystemC,False,,,,,,False,False,False,False,False,False,False,
SystemC-AMS,False,,,,,,False,False,False,False,False,False,False,
SystemTap,False,,,,,,False,False,False,False,False,False,False,
SystemVerilog,True,exact_canonical,systemverilog,systemverilog,linguist;pldb,.sv .svh .vh,True,True,False,False,True,True,True,
Syx,False,,,,,,False,False,False,False,False,False,False,
T,True,exact_canonical,t,t,esolang;pldb,,True,False,False,True,False,False,False,
T3X,True,exact_canonical,t3x,t3x,pldb,,True,False,False,False,False,False,False,
T4,False,,,,,,False,False,False,False,False,False,False,
TableGen,False,,,,,,False,False,False,False,False,False,False,
Tabloid,True,exact_canonical,tabloid,tabloid,pldb,,True,False,False,False,False,False,False,
TACL,True,exact_canonical,tacl,tacl,pldb,,True,False,False,False,False,False,False,
TACPOL,False,,,,,,False,False,False,False,False,False,False,
Tact,True,exact_canonical,tact,Tact,linguist,.tact,False,True,False,False,False,True,False,
TADS,True,exact_canonical,tads,tads,pldb,,True,False,False,False,False,False,False,
Taichi,True,exact_canonical,taichi,taichi,pldb,,True,False,False,False,False,False,False,
Tailspin,False,,,,,,False,False,False,False,False,False,False,
TAL,True,exact_canonical,tal,tal,pldb,,True,False,False,False,False,True,True,
Tamarin,False,,,,,,False,False,False,False,False,False,False,
Tamgu,True,exact_canonical,tamgu,tamgu,pldb,,True,False,False,False,False,False,False,
Tampio,True,exact_canonical,tampio,tampio,esolang;pldb,,True,False,False,True,False,False,False,
Tamsin,False,,,,,,False,False,False,False,False,False,False,
Tao,True,exact_canonical,tao,tao,pldb,,True,False,False,False,False,False,False,
Tart,False,,,,,,False,False,False,False,False,False,False,
TASM,True,exact_canonical,tasm,tasm,pldb,,True,False,False,False,False,True,False,
Tau Prolog,False,,,,,,False,False,False,False,False,False,False,
Taxi,True,exact_canonical,taxi,Taxi,esolang,,False,False,False,True,False,False,False,
TBL,False,,,,,,False,False,False,False,False,False,False,
Tcl,True,exact_canonical,tcl,tcl,linguist;pldb,.adp .sdc .tcl .tcl.in .tm .xdc,True,True,False,False,True,True,True,
Tcsh,True,exact_canonical,tcsh,tcsh,linguist;pldb,.csh .tcsh,True,True,False,False,True,True,False,
Tea,True,exact_canonical,tea,tea,esolang;linguist;pldb,.tea,True,True,False,True,True,True,False,
Teal,True,exact_canonical,teal,teal,linguist;pldb,.tl,True,True,False,False,False,True,False,
TECO,True,exact_canonical,teco,teco,esolang;pldb,,True,False,False,True,False,False,True,
TELCOMP,True,exact_canonical,telcomp,telcomp,pldb,,True,False,False,False,False,False,False,
Telescript,False,,,,,,False,False,False,False,False,False,False,
Template Toolkit,False,,,,,,False,False,False,False,False,False,False,
Tengo,True,exact_canonical,tengo,tengo,pldb,,True,False,False,False,False,False,False,
Tern,True,exact_canonical,tern,tern,pldb,,True,False,False,False,False,False,True,
Terra,True,exact_canonical,terra,terra,linguist;pldb,.t,True,True,False,False,True,False,True,
TERSE,True,exact_canonical,terse,terse,esolang;pldb,,True,False,False,True,False,False,False,
TeX,True,exact_canonical,tex,tex,linguist;pldb,.aux .bbx .cbx .cls .dtx .ins .lbx .ltx .mkii .mkiv .mkvi .sty .tex .toc,True,True,False,False,True,True,True,
Texinfo,True,exact_canonical,texinfo,Texinfo,linguist,.texi .texinfo .txi,False,True,False,False,True,False,False,
Teyjus,False,,,,,,False,False,False,False,False,False,False,
TGF,False,,,,,,False,False,False,False,False,False,False,
TGSI,False,,,,,,False,False,False,False,False,False,False,
Theta,True,exact_canonical,theta,ThETA,esolang,,False,False,False,True,False,False,False,
thinBasic,True,exact_canonical,thinbasic,thinbasic,pldb,,True,False,False,False,False,False,False,
ThinkScript,False,,,,,,False,False,False,False,False,False,False,
Thorn,True,exact_canonical,thorn,thorn,pldb,,True,False,False,False,False,False,False,
Thrift,True,exact_canonical,thrift,thrift,linguist;pldb,.thrift,True,True,False,False,True,True,False,
Thue,True,exact_canonical,thue,Thue,esolang,,False,False,False,True,False,False,False,
TI Extended BASIC,False,,,,,,False,False,False,False,False,False,False,
TI-BASIC,True,exact_canonical,ti-basic,ti-basic,pldb,,True,False,False,False,False,False,False,
TIC-80,False,,,,,,False,False,False,False,False,False,False,
Tidal,False,,,,,,False,False,False,False,False,False,False,
TidalCycles,False,,,,,,False,False,False,False,False,False,False,
Tiger,True,exact_canonical,tiger,Tiger,esolang,,False,False,False,True,False,False,False,
Timber,False,,,,,,False,False,False,False,False,False,False,
TiML,False,,,,,,False,False,False,False,False,False,False,
Tiny BASIC,False,,,,,,False,False,False,False,False,False,False,
TinyC,False,,,,,,False,False,False,False,False,False,False,
TinyML,False,,,,,,False,False,False,False,False,False,False,
TinyScheme,False,,,,,,False,False,False,False,False,False,False,
TiScript,True,exact_canonical,tiscript,tiscript,pldb,,True,False,False,False,False,False,True,
Titan,True,exact_canonical,titan,titan,pldb,,True,False,False,False,False,False,False,
Titanium,True,exact_canonical,titanium,titanium,esolang;pldb,,True,False,False,True,False,False,False,
TJS2,False,,,,,,False,False,False,False,False,False,False,
TK Solver,False,,,,,,False,False,False,False,False,False,False,
Tksh,False,,,,,,False,False,False,False,False,False,False,
TL,True,exact_canonical,tl,tl,pldb,,True,False,False,False,False,False,False,
TL-Verilog,True,exact_canonical,tl-verilog,TL-Verilog,linguist,.tlv,False,True,False,False,False,False,False,
TLA+,False,,,,,,False,False,False,False,False,False,False,
TMG,True,exact_canonical,tmg,tmg,esolang;pldb,,True,False,False,True,False,False,True,
TMS320 Assembly,False,,,,,,False,False,False,False,False,False,False,
TNSDL,False,,,,,,False,False,False,False,False,False,False,
TNTBasic,False,,,,,,False,False,False,False,False,False,False,
Toit,True,exact_canonical,toit,toit,linguist;pldb,.toit,True,True,False,False,False,False,False,
Toka,False,,,,,,False,False,False,False,False,False,False,
Tokay,False,,,,,,False,False,False,False,False,False,False,
TOL,True,exact_canonical,tol,Tol,esolang,,False,False,False,True,False,False,False,
Tolk,False,,,,,,False,False,False,False,False,False,False,
TOM,True,exact_canonical,tom,tom,pldb,,True,False,False,False,False,False,False,
TOML,True,exact_canonical,toml,toml,linguist;pldb,.toml .toml.example,True,True,False,False,True,True,False,
ToonTalk,True,exact_canonical,toontalk,toontalk,pldb,,True,False,False,False,False,False,False,
Topaz,True,exact_canonical,topaz,topaz,pldb,,True,False,False,False,False,False,False,
TorqueScript,False,,,,,,False,False,False,False,False,False,False,
Toy,False,,,,,,False,False,False,False,False,False,False,
TPTP,True,exact_canonical,tptp,tptp,pldb,,True,False,False,False,False,False,False,
TPU,False,,,,,,False,False,False,False,False,False,False,
TRAC,True,exact_canonical,trac,trac,pldb,,True,False,False,False,False,False,False,
TraceQL,False,,,,,,False,False,False,False,False,False,False,
Tranquil,True,exact_canonical,tranquil,tranquil,pldb,,True,False,False,False,False,False,False,
Transact-SQL,True,exact_canonical,transact-sql,transact-sql,pldb,,True,False,False,False,False,False,True,
Transcript,True,exact_canonical,transcript,TRANSCRIPT,esolang,,False,False,False,True,False,False,False,
Transcrypt,False,,,,,,False,False,False,False,False,False,False,
Transd,False,,,,,,False,False,False,False,False,False,False,
Trealla,False,,,,,,False,False,False,False,False,False,False,
Trealla Prolog,False,,,,,,False,False,False,False,False,False,False,
TREE-META,True,exact_canonical,tree-meta,TREE-META,wikipedia,,False,False,True,False,False,False,False,
TreeBASIC,False,,,,,,False,False,False,False,False,False,False,
Treelang,True,exact_canonical,treelang,treelang,pldb,,True,False,False,False,False,False,False,
Trefunge,False,,,,,,False,False,False,False,False,False,False,Refunge
Trith,False,,,,,,False,False,False,False,False,False,False,
Triton,True,exact_canonical,triton,triton,pldb,,True,False,False,False,False,False,False,
Troff,True,exact_canonical,troff,troff,pldb,,True,False,False,False,False,False,False,
TROLL,False,,,,,,False,False,False,False,False,False,False,
TRS-80 BASIC,False,,,,,,False,False,False,False,False,False,False,
True BASIC,False,,,,,,False,False,False,False,False,False,False,
TrumpScript,True,exact_canonical,trumpscript,TrumpScript,esolang,,False,False,False,True,False,False,False,
TSP,True,exact_alias,typespec,TypeSpec,linguist,.tsp,False,True,False,False,False,False,False,
TTCN,True,exact_canonical,ttcn,ttcn,pldb,,True,False,False,False,False,False,False,
TTCN-2,False,,,,,,False,False,False,False,False,False,False,
TTCN-3,True,exact_canonical,ttcn-3,TTCN-3,wikipedia,,False,False,True,False,False,False,False,
TTM,True,exact_canonical,ttm,ttm,pldb,,True,False,False,False,False,False,False,
tuProlog,False,,,,,,False,False,False,False,False,False,False,
Turbo BASIC,False,,,,,,False,False,False,False,False,False,False,
Turbo BASIC XL,False,,,,,,False,False,False,False,False,False,False,
Turbo Pascal,False,,,,,,False,False,False,False,False,False,False,
Turbo Prolog,False,,,,,,False,False,False,False,False,False,False,
TurboBasic,False,,,,,,False,False,False,False,False,False,False,turbo-basic
Turing,True,exact_canonical,turing,turing,linguist;pldb,.t .tu,True,True,False,False,True,False,True,
Turing Machine,False,,,,,,False,False,False,False,False,False,False,Turing-machine;Turinf machine
Turing Plus,False,,,,,,False,False,False,False,False,False,False,
Turing+,False,,,,,,False,False,False,False,False,False,False,turing
Turtle,True,exact_canonical,turtle,turtle,linguist;pldb,.ttl,True,True,False,False,True,True,False,
TUSCRIPT,False,,,,,,False,False,False,False,False,False,False,uscript;tscript
TUTOR,True,exact_canonical,tutor,tutor,pldb,,True,False,False,False,False,False,False,
Tutorial D,False,,,,,,False,False,False,False,False,False,False,
Tweak,True,exact_canonical,tweak,Tweak,esolang,,False,False,False,True,False,False,False,
Twee,False,,,,,,False,False,False,False,False,False,False,
Twelf,True,exact_canonical,twelf,twelf,pldb,,True,False,False,False,False,False,True,
Twig,True,exact_canonical,twig,twig,linguist;pldb,.twig,True,True,False,False,True,True,False,
TwinCAT,False,,,,,,False,False,False,False,False,False,False,
Twine,True,exact_canonical,twine,twine,pldb,,True,False,False,False,False,False,False,
TX-0 Assembly,False,,,,,,False,False,False,False,False,False,False,
TX-2 Assembly,False,,,,,,False,False,False,False,False,False,False,
TXL,True,exact_canonical,txl,txl,linguist;pldb,.txl,True,True,False,False,True,False,False,
TXR,True,exact_canonical,txr,txr,pldb,,True,False,False,False,False,False,True,
Txtzyme,True,exact_canonical,txtzyme,txtzyme,pldb,,True,False,False,False,False,False,False,
Tycoon,False,,,,,,False,False,False,False,False,False,False,
Typed Lua,False,,,,,,False,False,False,False,False,False,False,
Typed Racket,False,,,,,,False,False,False,False,False,False,False,
TypeQL,False,,,,,,False,False,False,False,False,False,False,
TypeScript,True,exact_canonical,typescript,typescript,linguist;pldb;wikipedia,.cts .mts .ts,True,True,True,False,True,True,True,
TypeSpec,True,exact_canonical,typespec,TypeSpec,linguist,.tsp,False,True,False,False,False,False,False,
Typst,True,exact_canonical,typst,typst,linguist;pldb,.typ,True,True,False,False,False,True,False,
U-SQL,False,,,,,,False,False,False,False,False,False,False,
UBASIC,True,exact_canonical,ubasic,ubasic,pldb,,True,False,False,False,False,False,False,
Ubercode,True,exact_canonical,ubercode,ubercode,pldb,,True,False,False,False,False,False,False,
Ublu,False,,,,,,False,False,False,False,False,False,False,
uC++,False,,,,,,False,False,False,False,False,False,False,C++;Func++
UCBLogo,False,,,,,,False,False,False,False,False,False,False,
UCI Lisp,False,,,,,,False,False,False,False,False,False,False,
uCRL,False,,,,,,False,False,False,False,False,False,False,
UCSD Pascal,False,,,,,,False,False,False,False,False,False,False,
UDO,False,,,,,,False,False,False,False,False,False,False,
ugBASIC,True,exact_canonical,ugbasic,ugbasic,pldb,,True,False,False,False,False,False,False,
Uiua,True,exact_canonical,uiua,uiua,esolang;pldb,,True,False,False,True,False,False,True,
uLisp,True,exact_canonical,ulisp,ulisp,pldb,,True,False,False,False,False,False,False,
Umka,True,exact_canonical,umka,umka,pldb,,True,False,False,False,False,False,False,
Umple,True,exact_canonical,umple,umple,pldb,,True,False,False,False,False,False,False,
Unary,True,exact_canonical,unary,Unary,esolang,,False,False,False,True,False,False,False,
UNCOL,True,exact_canonical,uncol,uncol,pldb,,True,False,False,False,False,False,False,
Underload,True,exact_canonical,underload,Underload,esolang,,False,False,False,True,False,False,False,
Unefunge,False,,,,,,False,False,False,False,False,False,False,Unfunge
UniBasic,False,,,,,,False,False,False,False,False,False,False,
