language,title,origin_url,origin_domain,origin_candidate,origin_mapping_note,manifest_path,code_path,program_folder,code_sha256_manifest,code_sha1,code_sha1_git,content_swhid_builtin,content_swhid_candidate,content_swhid_found,content_swhid_source,content_swhid_note,content_state,content_http_status,content_error,origin_state,origin_http_status,origin_error,visit_state,visit_http_status,visit_error,snapshot_swhid,coverage_bucket,added_at
Zephir,Hello World,https://docs.zephir-lang.com/latest/tutorial,docs.zephir-lang.com,,non-VCS URL skipped under --origin-scope=vcs,languages/Zephir/programs/18cd8c2e0a417458acfb3bc9c4639a370f414ac7d494f3cec589850f5d89a2bb/manifest.json,languages/Zephir/programs/18cd8c2e0a417458acfb3bc9c4639a370f414ac7d494f3cec589850f5d89a2bb/code.zep,languages/Zephir/programs/18cd8c2e0a417458acfb3bc9c4639a370f414ac7d494f3cec589850f5d89a2bb,18cd8c2e0a417458acfb3bc9c4639a370f414ac7d494f3cec589850f5d89a2bb,1f72d1f72de63674db3ff3961f2ac75a18706de6,a04fae8ca48099fcc6e66562984952bcd03bc8fd,swh:1:cnt:a04fae8ca48099fcc6e66562984952bcd03bc8fd,swh:1:cnt:a04fae8ca48099fcc6e66562984952bcd03bc8fd,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,not_applicable,,,,unknown,2026-02-05T21:55:04Z
Zephyr,Hello World,https://rosettacode.org/wiki/Hello_world/Text#Zephyr,rosettacode.org,,non-VCS URL skipped under --origin-scope=vcs,languages/Zephyr/programs/f5f0f4ef31afdeaa902bc294a8ff21ab85093e7a6abd8ef882c1ca508bd8eed4/manifest.json,languages/Zephyr/programs/f5f0f4ef31afdeaa902bc294a8ff21ab85093e7a6abd8ef882c1ca508bd8eed4/code.zep,languages/Zephyr/programs/f5f0f4ef31afdeaa902bc294a8ff21ab85093e7a6abd8ef882c1ca508bd8eed4,f5f0f4ef31afdeaa902bc294a8ff21ab85093e7a6abd8ef882c1ca508bd8eed4,18b7b5e2e55634670460c3c445223f52f6a2767b,9ac504e84123778ef7d4a9a509085031472ce00e,swh:1:cnt:9ac504e84123778ef7d4a9a509085031472ce00e,swh:1:cnt:9ac504e84123778ef7d4a9a509085031472ce00e,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,not_applicable,,,,unknown,2026-02-12T09:14:34Z
Zepto,Fibonacci Sequence,https://github.com/zepto-lang/zepto/blob/master/examples/fib.zp,github.com,https://github.com/zepto-lang/zepto,heuristic: mapped GitHub URL to repository root,languages/Zepto/programs/cf732c3864df319ca61ed54ef36a1bb09b227538c521161f127376795c265692/manifest.json,languages/Zepto/programs/cf732c3864df319ca61ed54ef36a1bb09b227538c521161f127376795c265692/code.zp,languages/Zepto/programs/cf732c3864df319ca61ed54ef36a1bb09b227538c521161f127376795c265692,cf732c3864df319ca61ed54ef36a1bb09b227538c521161f127376795c265692,a97640afc52b477fc1b1e43dad22038ccea6f29e,5fd420e2e98ab3222ce9a5b88cff5303868ee4f0,swh:1:cnt:5fd420e2e98ab3222ce9a5b88cff5303868ee4f0,swh:1:cnt:5fd420e2e98ab3222ce9a5b88cff5303868ee4f0,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,,unknown,2026-02-11T00:00:00Z
Zeptoforth,Fibonacci Numbers,https://github.com/tabemann/zeptoforth/wiki/Examples,github.com,https://github.com/tabemann/zeptoforth,heuristic: mapped GitHub URL to repository root,languages/Zeptoforth/programs/2fbe4c1dd0ead1f690f58df88180188957ce91c963cb0eb286f06d3d28c3efae/manifest.json,languages/Zeptoforth/programs/2fbe4c1dd0ead1f690f58df88180188957ce91c963cb0eb286f06d3d28c3efae/code.forth,languages/Zeptoforth/programs/2fbe4c1dd0ead1f690f58df88180188957ce91c963cb0eb286f06d3d28c3efae,2fbe4c1dd0ead1f690f58df88180188957ce91c963cb0eb286f06d3d28c3efae,555681b642a5d341189c36cc5bd5aef4184b76e6,095adb7afc3fc55b786fc17c56c87ec8c4550fbf,swh:1:cnt:095adb7afc3fc55b786fc17c56c87ec8c4550fbf,swh:1:cnt:095adb7afc3fc55b786fc17c56c87ec8c4550fbf,,builtin,,missing,404,,found,200,,found,200,,,origin_only,2026-02-11T10:30:00Z
ZetaLisp,Factorial (Recursive and Iterative),https://www.cs.cmu.edu/Groups/AI/html/cltl/clm/node92.html,www.cs.cmu.edu,,non-VCS URL skipped under --origin-scope=vcs,languages/ZetaLisp/programs/d5d2c428d18332f198c1ced95f4bec4e15a1234d936844eaed7530b5987e9cfd/manifest.json,languages/ZetaLisp/programs/d5d2c428d18332f198c1ced95f4bec4e15a1234d936844eaed7530b5987e9cfd/code.lisp,languages/ZetaLisp/programs/d5d2c428d18332f198c1ced95f4bec4e15a1234d936844eaed7530b5987e9cfd,d5d2c428d18332f198c1ced95f4bec4e15a1234d936844eaed7530b5987e9cfd,6bbde913ace885368148e4e413af3cf592ef4e9f,3cd43478e4d885c799e03c64e4bf7bb4dfd4359b,swh:1:cnt:3cd43478e4d885c799e03c64e4bf7bb4dfd4359b,swh:1:cnt:3cd43478e4d885c799e03c64e4bf7bb4dfd4359b,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,not_applicable,,,,unknown,2026-02-06T18:30:00Z
Zig,Simple HTTP Server,https://gist.github.com/andrewrk/ffdd13c1d8c1156873b63e81b7b0bd2d,gist.github.com,https://gist.github.com/andrewrk/ffdd13c1d8c1156873b63e81b7b0bd2d,direct origin lookup,languages/Zig/programs/c166b0efe25a9ca03ecaee5831d4f40edcefdfd13bf15e8e4f3ec63f2d76bdfe/manifest.json,languages/Zig/programs/c166b0efe25a9ca03ecaee5831d4f40edcefdfd13bf15e8e4f3ec63f2d76bdfe/code.zig,languages/Zig/programs/c166b0efe25a9ca03ecaee5831d4f40edcefdfd13bf15e8e4f3ec63f2d76bdfe,c166b0efe25a9ca03ecaee5831d4f40edcefdfd13bf15e8e4f3ec63f2d76bdfe,da9ca30c8e01d8733a93aaac1f5b7e9e90c22087,ddd9566ad08ac41aa90631dec14ae3f4ff7c6789,swh:1:cnt:ddd9566ad08ac41aa90631dec14ae3f4ff7c6789,swh:1:cnt:ddd9566ad08ac41aa90631dec14ae3f4ff7c6789,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,,unknown,2025-10-22T09:34:31Z
Zimbu,Zimbu Compiler Driver,https://github.com/bsed/zimbuw32/blob/master/zimbu_test.zu,github.com,https://github.com/bsed/zimbuw32,heuristic: mapped GitHub URL to repository root,languages/Zimbu/programs/84d85c92d68e00f70cbee4566d82c0247118443732bd8f664a2e694fdc3584ac/manifest.json,languages/Zimbu/programs/84d85c92d68e00f70cbee4566d82c0247118443732bd8f664a2e694fdc3584ac/code.zu,languages/Zimbu/programs/84d85c92d68e00f70cbee4566d82c0247118443732bd8f664a2e694fdc3584ac,84d85c92d68e00f70cbee4566d82c0247118443732bd8f664a2e694fdc3584ac,1e0e109058b46c0bc94f7caf182caba982750df1,747d4cb20d2cefb90bd8d0bafc984df40d8f7dc2,swh:1:cnt:747d4cb20d2cefb90bd8d0bafc984df40d8f7dc2,swh:1:cnt:747d4cb20d2cefb90bd8d0bafc984df40d8f7dc2,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,,unknown,2026-02-05T12:30:45Z
Zimpl,Simple Knapsack Problem,https://zimpl.zib.de/download/zimpl.pdf,zimpl.zib.de,,non-VCS URL skipped under --origin-scope=vcs,languages/Zimpl/programs/224496ade1037301bb9f6314f97467a57cac50ef8d52548a9077f4ea3dd67bbe/manifest.json,languages/Zimpl/programs/224496ade1037301bb9f6314f97467a57cac50ef8d52548a9077f4ea3dd67bbe/code.zpl,languages/Zimpl/programs/224496ade1037301bb9f6314f97467a57cac50ef8d52548a9077f4ea3dd67bbe,224496ade1037301bb9f6314f97467a57cac50ef8d52548a9077f4ea3dd67bbe,6106fc0cc624e113a58729cd7cfcdf3c68a6408d,f7e5f44e33867b176ecb44c739097334c7dd9f3d,swh:1:cnt:f7e5f44e33867b176ecb44c739097334c7dd9f3d,swh:1:cnt:f7e5f44e33867b176ecb44c739097334c7dd9f3d,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,not_applicable,,,,unknown,2026-02-05T23:04:10Z
Zing,Concurrent Counter,https://www.microsoft.com/en-us/research/project/zing/,www.microsoft.com,,non-VCS URL skipped under --origin-scope=vcs,languages/Zing/programs/6a01ffea983a79d16f9f19b0fe1e6fd67330e96e0db6272c82a1d495aaa04aa7/manifest.json,languages/Zing/programs/6a01ffea983a79d16f9f19b0fe1e6fd67330e96e0db6272c82a1d495aaa04aa7/code.zing,languages/Zing/programs/6a01ffea983a79d16f9f19b0fe1e6fd67330e96e0db6272c82a1d495aaa04aa7,6a01ffea983a79d16f9f19b0fe1e6fd67330e96e0db6272c82a1d495aaa04aa7,ec9781d7046609411de0d738c18075ec1e76f0d5,e5777441f40a792fc8f4d8a774dc643cc6caf92f,swh:1:cnt:e5777441f40a792fc8f4d8a774dc643cc6caf92f,swh:1:cnt:e5777441f40a792fc8f4d8a774dc643cc6caf92f,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,not_applicable,,,,unknown,2026-02-07T14:32:26Z
Zkl,Fibonacci Sequence,http://rosettacode.org/wiki/Fibonacci_sequence#zkl,rosettacode.org,,non-VCS URL skipped under --origin-scope=vcs,languages/Zkl/programs/56aeb9d560831e8dc565169c7e7b468e3cebb74e84e0eb0141a56335b4fccf67/manifest.json,languages/Zkl/programs/56aeb9d560831e8dc565169c7e7b468e3cebb74e84e0eb0141a56335b4fccf67/code.zkl,languages/Zkl/programs/56aeb9d560831e8dc565169c7e7b468e3cebb74e84e0eb0141a56335b4fccf67,56aeb9d560831e8dc565169c7e7b468e3cebb74e84e0eb0141a56335b4fccf67,342f40a7e30f008f13a7ff9d70328e88a4de7579,e756b7c38b2ad0128e855c1a5ad9a486b7896983,swh:1:cnt:e756b7c38b2ad0128e855c1a5ad9a486b7896983,swh:1:cnt:e756b7c38b2ad0128e855c1a5ad9a486b7896983,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,not_applicable,,,,unknown,2026-02-10T19:07:39Z
ZoKrates,Square Root Proof,https://zokrates.github.io/examples/sha256example.html,zokrates.github.io,,non-VCS URL skipped under --origin-scope=vcs,languages/ZoKrates/programs/9b11a6f6d44565783f36e1b42922bbded2a9ce434b3716b27295ac82799f50bd/manifest.json,languages/ZoKrates/programs/9b11a6f6d44565783f36e1b42922bbded2a9ce434b3716b27295ac82799f50bd/code.zok,languages/ZoKrates/programs/9b11a6f6d44565783f36e1b42922bbded2a9ce434b3716b27295ac82799f50bd,9b11a6f6d44565783f36e1b42922bbded2a9ce434b3716b27295ac82799f50bd,1f3d9287cf173fab53005c3df5326096142fd92e,3a5e66912e1c099af57236802c5e0c802f7ddb4e,swh:1:cnt:3a5e66912e1c099af57236802c5e0c802f7ddb4e,swh:1:cnt:3a5e66912e1c099af57236802c5e0c802f7ddb4e,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,not_applicable,,,,unknown,2026-02-12T12:24:33Z
Zombie,Hello World,https://esolangs.org/wiki/Zombie,esolangs.org,,non-VCS URL skipped under --origin-scope=vcs,languages/Zombie/programs/93583610063a97a779d2a11e3c05919dac9edb6586acf824de3e0d1ebf08f25b/manifest.json,languages/Zombie/programs/93583610063a97a779d2a11e3c05919dac9edb6586acf824de3e0d1ebf08f25b/code.zom,languages/Zombie/programs/93583610063a97a779d2a11e3c05919dac9edb6586acf824de3e0d1ebf08f25b,93583610063a97a779d2a11e3c05919dac9edb6586acf824de3e0d1ebf08f25b,d01ac5f8317e703b1442fdd0a93c2a3f13ce590c,2a354e6418a33d7c9f86ba2b47175ea5d4a1e0a5,swh:1:cnt:2a354e6418a33d7c9f86ba2b47175ea5d4a1e0a5,swh:1:cnt:2a354e6418a33d7c9f86ba2b47175ea5d4a1e0a5,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,not_applicable,,,,unknown,2026-02-08T15:24:55Z
Zonnon,Dining Philosophers in Zonnon,http://www.zonnon.ethz.ch/philosophers.html,www.zonnon.ethz.ch,,non-VCS URL skipped under --origin-scope=vcs,languages/Zonnon/programs/1affa7e814f572129801bb95bf8c85bf517cf94d3d600eeb3775bc9b5a604c71/manifest.json,languages/Zonnon/programs/1affa7e814f572129801bb95bf8c85bf517cf94d3d600eeb3775bc9b5a604c71/code.znn,languages/Zonnon/programs/1affa7e814f572129801bb95bf8c85bf517cf94d3d600eeb3775bc9b5a604c71,1affa7e814f572129801bb95bf8c85bf517cf94d3d600eeb3775bc9b5a604c71,1db510cc476d100df08c45eab5e6b674c679b1f7,c443126fe1681329a6728654ba3a88e86a116f33,swh:1:cnt:c443126fe1681329a6728654ba3a88e86a116f33,swh:1:cnt:c443126fe1681329a6728654ba3a88e86a116f33,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,not_applicable,,,,unknown,2025-11-05T12:17:24Z
Zot,Hello Output,https://esolangs.org/wiki/Zot,esolangs.org,,non-VCS URL skipped under --origin-scope=vcs,languages/Zot/programs/acaf4ef8819fc5613c1e0193c687ecfb6f5f3f68326b876b1785badb960dab35/manifest.json,languages/Zot/programs/acaf4ef8819fc5613c1e0193c687ecfb6f5f3f68326b876b1785badb960dab35/code.zot,languages/Zot/programs/acaf4ef8819fc5613c1e0193c687ecfb6f5f3f68326b876b1785badb960dab35,acaf4ef8819fc5613c1e0193c687ecfb6f5f3f68326b876b1785badb960dab35,5f52c8f8d0899ac9182513f85806731d2eaf8496,380241f963839a4f1abd8c8d3982bc0196d0ab16,swh:1:cnt:380241f963839a4f1abd8c8d3982bc0196d0ab16,swh:1:cnt:380241f963839a4f1abd8c8d3982bc0196d0ab16,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,not_applicable,,,,unknown,2026-02-11T10:30:00Z
Zsh,Zsh weather script using wttr.in,https://github.com/gko/dotfiles/blob/master/bin/weather,github.com,https://github.com/gko/dotfiles,heuristic: mapped GitHub URL to repository root,languages/Zsh/programs/d5e31a6b29410732887a4cc9005c61b482b5f3747b2d1df741804be8b2e5304f/manifest.json,languages/Zsh/programs/d5e31a6b29410732887a4cc9005c61b482b5f3747b2d1df741804be8b2e5304f/code.zsh,languages/Zsh/programs/d5e31a6b29410732887a4cc9005c61b482b5f3747b2d1df741804be8b2e5304f,d5e31a6b29410732887a4cc9005c61b482b5f3747b2d1df741804be8b2e5304f,4f8f8e6553eecf0fc2ea29fce298a2d3ca300f4e,48770d576ec6d38f4c27c061d67109ae95f3fcd1,swh:1:cnt:48770d576ec6d38f4c27c061d67109ae95f3fcd1,swh:1:cnt:48770d576ec6d38f4c27c061d67109ae95f3fcd1,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,,unknown,2025-10-23T08:21:05Z
asm.js,Fibonacci Comparison,https://gist.github.com/dherman/30f60f46f182f247b2aac7d71c33dee7,gist.github.com,https://gist.github.com/dherman/30f60f46f182f247b2aac7d71c33dee7,direct origin lookup,languages/asm.js/programs/e34b635a07460e5c8adda75be50b831c574192de3ce56c26fb635a3ab35685a2/manifest.json,languages/asm.js/programs/e34b635a07460e5c8adda75be50b831c574192de3ce56c26fb635a3ab35685a2/code.js,languages/asm.js/programs/e34b635a07460e5c8adda75be50b831c574192de3ce56c26fb635a3ab35685a2,e34b635a07460e5c8adda75be50b831c574192de3ce56c26fb635a3ab35685a2,fd3dff8525ee1789ce43ce3ce3214465913f3ba8,ac24b9c5ac9d562220a7984a448e414f135c0475,swh:1:cnt:ac24b9c5ac9d562220a7984a448e414f135c0475,swh:1:cnt:ac24b9c5ac9d562220a7984a448e414f135c0475,,builtin,,missing,404,,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,,unknown,2026-02-11T11:52:37Z
bc,Towers of Hanoi solver,https://phodd.net/gnu-bc/code/hanoi.bc,phodd.net,,non-VCS URL skipped under --origin-scope=vcs,languages/bc/programs/4177f8302711a8aca413a01801fceb700d11df24793aa8ec31eb97dbe7058ce8/manifest.json,languages/bc/programs/4177f8302711a8aca413a01801fceb700d11df24793aa8ec31eb97dbe7058ce8/code.bc,languages/bc/programs/4177f8302711a8aca413a01801fceb700d11df24793aa8ec31eb97dbe7058ce8,4177f8302711a8aca413a01801fceb700d11df24793aa8ec31eb97dbe7058ce8,a2c4efa3136a0dbc6261ed6b538e85a192ac2d85,6dc9ddde6d0e9c5b286da903e3ef76f162752015,swh:1:cnt:6dc9ddde6d0e9c5b286da903e3ef76f162752015,swh:1:cnt:6dc9ddde6d0e9c5b286da903e3ef76f162752015,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,not_applicable,,,,unknown,2025-10-23T08:27:19Z
bruijn,Fibonacci Sequence,https://github.com/marvinborner/bruijn/blob/main/samples/rosetta/fibonacci_sequence.bruijn,github.com,https://github.com/marvinborner/bruijn,heuristic: mapped GitHub URL to repository root,languages/bruijn/programs/02e6d2416902f2830f2758eb62c0118b769a8d05ebcc95d07f5d34838d05f7d5/manifest.json,languages/bruijn/programs/02e6d2416902f2830f2758eb62c0118b769a8d05ebcc95d07f5d34838d05f7d5/code.bruijn,languages/bruijn/programs/02e6d2416902f2830f2758eb62c0118b769a8d05ebcc95d07f5d34838d05f7d5,02e6d2416902f2830f2758eb62c0118b769a8d05ebcc95d07f5d34838d05f7d5,a8cfb3ebcd7166037926da23fe611bb7eb4250cc,dc6496280160bad6b3953f5cff4273999d78e7b0,swh:1:cnt:dc6496280160bad6b3953f5cff4273999d78e7b0,swh:1:cnt:dc6496280160bad6b3953f5cff4273999d78e7b0,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,,unknown,2026-02-09T09:05:15Z
bwBASIC,Prime Number Generator,https://sourceforge.net/projects/bwbasic/,sourceforge.net,,non-VCS URL skipped under --origin-scope=vcs,languages/bwBASIC/programs/8f73b0da9882167a0054c06a970b5ae449dc65c525809dd6617a7739b9dc4d40/manifest.json,languages/bwBASIC/programs/8f73b0da9882167a0054c06a970b5ae449dc65c525809dd6617a7739b9dc4d40/code.bas,languages/bwBASIC/programs/8f73b0da9882167a0054c06a970b5ae449dc65c525809dd6617a7739b9dc4d40,8f73b0da9882167a0054c06a970b5ae449dc65c525809dd6617a7739b9dc4d40,687bd6ac58259557ae04291ee25bd4313601bbb6,3bce26a9f3921e1ca180dc918534250d6ace7f03,swh:1:cnt:3bce26a9f3921e1ca180dc918534250d6ace7f03,swh:1:cnt:3bce26a9f3921e1ca180dc918534250d6ace7f03,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,not_applicable,,,,unknown,2026-02-12T11:26:50Z
cQASM,Bell State Preparation,https://github.com/QuTech-Delft/libqasm,github.com,https://github.com/QuTech-Delft/libqasm,direct origin lookup,languages/cQASM/programs/34e6e749bbe22278bbe967d9021ed868a368790b66c88260fcdca4dd25a2d20b/manifest.json,languages/cQASM/programs/34e6e749bbe22278bbe967d9021ed868a368790b66c88260fcdca4dd25a2d20b/code.cq,languages/cQASM/programs/34e6e749bbe22278bbe967d9021ed868a368790b66c88260fcdca4dd25a2d20b,34e6e749bbe22278bbe967d9021ed868a368790b66c88260fcdca4dd25a2d20b,d9164eea2df93fa05de12486a497b12ae2e3c6c9,283e59e2dd579c8969e6f239da9cbcb3c1fcc903,swh:1:cnt:283e59e2dd579c8969e6f239da9cbcb3c1fcc903,swh:1:cnt:283e59e2dd579c8969e6f239da9cbcb3c1fcc903,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,,unknown,2026-02-13T13:50:17.827970Z
colorForth,Squares and Cubes,https://colorforth.github.io/cf.htm,colorforth.github.io,,non-VCS URL skipped under --origin-scope=vcs,languages/colorForth/programs/a87a8366f123394e4f650f97b15b4f7d03a50f4795765a0d460aa48ceb860ed2/manifest.json,languages/colorForth/programs/a87a8366f123394e4f650f97b15b4f7d03a50f4795765a0d460aa48ceb860ed2/code.cf,languages/colorForth/programs/a87a8366f123394e4f650f97b15b4f7d03a50f4795765a0d460aa48ceb860ed2,a87a8366f123394e4f650f97b15b4f7d03a50f4795765a0d460aa48ceb860ed2,a9b68e8980dc505d883443f7a2a67c9f4a44a4e8,e704d0a6ecd1089981c96ea87edf44e2579895bb,swh:1:cnt:e704d0a6ecd1089981c96ea87edf44e2579895bb,swh:1:cnt:e704d0a6ecd1089981c96ea87edf44e2579895bb,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,not_applicable,,,,unknown,2026-02-09T19:40:04Z
cooltt,Identity Function,https://github.com/redprl/cooltt/blob/main/library/prelude/function.cooltt,github.com,https://github.com/redprl/cooltt,heuristic: mapped GitHub URL to repository root,languages/cooltt/programs/bf3a69fa723aa3e15979e1aa9e20f90041f6e817e0bb8c0a087a211fee0b83eb/manifest.json,languages/cooltt/programs/bf3a69fa723aa3e15979e1aa9e20f90041f6e817e0bb8c0a087a211fee0b83eb/code.cooltt,languages/cooltt/programs/bf3a69fa723aa3e15979e1aa9e20f90041f6e817e0bb8c0a087a211fee0b83eb,bf3a69fa723aa3e15979e1aa9e20f90041f6e817e0bb8c0a087a211fee0b83eb,4511171efadb10508dd2fc0c3235100c8f4bb0e6,54ffde146c56e7fbf799b298174b5ce2a03cd856,swh:1:cnt:54ffde146c56e7fbf799b298174b5ce2a03cd856,swh:1:cnt:54ffde146c56e7fbf799b298174b5ce2a03cd856,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,missing,404,,not_applicable,,,,unknown,2026-02-12T00:00:00Z
dBase,Display database information,https://github.com/jfludwig/dbase-samples/blob/master/dbinfo.prg,github.com,https://github.com/jfludwig/dbase-samples,heuristic: mapped GitHub URL to repository root,languages/dBase/programs/22d08e6d9671e729b69ba810a2191b319e2c5c1dacfa93d73841e83750b3d58b/manifest.json,languages/dBase/programs/22d08e6d9671e729b69ba810a2191b319e2c5c1dacfa93d73841e83750b3d58b/code.prg,languages/dBase/programs/22d08e6d9671e729b69ba810a2191b319e2c5c1dacfa93d73841e83750b3d58b,22d08e6d9671e729b69ba810a2191b319e2c5c1dacfa93d73841e83750b3d58b,c25408c3f7edac84a5d2be291345644c61301694,37f12b6ba3db22b4c1bd4d6182fb1e8154d8bb34,swh:1:cnt:37f12b6ba3db22b4c1bd4d6182fb1e8154d8bb34,swh:1:cnt:37f12b6ba3db22b4c1bd4d6182fb1e8154d8bb34,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,,unknown,2025-10-30T10:37:20Z
daScript,Fibonacci Sequence,https://dascript.org/doc/reference/language/functions.html,dascript.org,,non-VCS URL skipped under --origin-scope=vcs,languages/daScript/programs/f15756886c6fc9e505a18710239b60f0ad3b427f58f87a95771bf2c5db686ef2/manifest.json,languages/daScript/programs/f15756886c6fc9e505a18710239b60f0ad3b427f58f87a95771bf2c5db686ef2/code.das,languages/daScript/programs/f15756886c6fc9e505a18710239b60f0ad3b427f58f87a95771bf2c5db686ef2,f15756886c6fc9e505a18710239b60f0ad3b427f58f87a95771bf2c5db686ef2,59988bcbec2d4653180bea0c8cf471e061e06aa1,ba9184c163459ebd49a96b82c9f40d6f7ee85cb2,swh:1:cnt:ba9184c163459ebd49a96b82c9f40d6f7ee85cb2,swh:1:cnt:ba9184c163459ebd49a96b82c9f40d6f7ee85cb2,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,not_applicable,,,,unknown,2026-02-08T14:08:18Z
dc,Compute pi to 100 decimal places,https://www.gnu.org/software/dc/dc.html,www.gnu.org,,non-VCS URL skipped under --origin-scope=vcs,languages/dc/programs/42c1d30ee99ad2124c3d46b8673582dbb96a81ceb03d15f7482a0e5a1abafbdc/manifest.json,languages/dc/programs/42c1d30ee99ad2124c3d46b8673582dbb96a81ceb03d15f7482a0e5a1abafbdc/code.dc,languages/dc/programs/42c1d30ee99ad2124c3d46b8673582dbb96a81ceb03d15f7482a0e5a1abafbdc,42c1d30ee99ad2124c3d46b8673582dbb96a81ceb03d15f7482a0e5a1abafbdc,243144fb6b047935ac02d38005918acf69da01d9,91fcc71d27005e25d733d9a4fade751e432ae542,swh:1:cnt:91fcc71d27005e25d733d9a4fade751e432ae542,swh:1:cnt:91fcc71d27005e25d733d9a4fade751e432ae542,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,not_applicable,,,,unknown,2025-10-29T08:50:12Z
eBPF,XDP TCP Packet Filter,https://github.com/xdp-project/xdp-tutorial/blob/master/basic02-prog-by-name/xdp_prog_kern.c,github.com,https://github.com/xdp-project/xdp-tutorial,heuristic: mapped GitHub URL to repository root,languages/eBPF/programs/741f246580c6d189137ed5385cd173388831d3e6b7e823ccb183ae11f2495cbd/manifest.json,languages/eBPF/programs/741f246580c6d189137ed5385cd173388831d3e6b7e823ccb183ae11f2495cbd/code.c,languages/eBPF/programs/741f246580c6d189137ed5385cd173388831d3e6b7e823ccb183ae11f2495cbd,741f246580c6d189137ed5385cd173388831d3e6b7e823ccb183ae11f2495cbd,e9a31c7ac61694316bdbc4b5a0c6b047c657358c,4c2fa8455dd5b66c6dabf70b638735ab06514dc7,swh:1:cnt:4c2fa8455dd5b66c6dabf70b638735ab06514dc7,swh:1:cnt:4c2fa8455dd5b66c6dabf70b638735ab06514dc7,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,,unknown,2026-02-13T11:31:16Z
eC,Hello World in eC,https://en.wikipedia.org/wiki/EC_(programming_language),en.wikipedia.org,,non-VCS URL skipped under --origin-scope=vcs,languages/eC/programs/a01ca94415a18f5f71c01d0af69be2b40b62dc31f0e9cd996cebd2c2b0c1f661/manifest.json,languages/eC/programs/a01ca94415a18f5f71c01d0af69be2b40b62dc31f0e9cd996cebd2c2b0c1f661/code.ec,languages/eC/programs/a01ca94415a18f5f71c01d0af69be2b40b62dc31f0e9cd996cebd2c2b0c1f661,a01ca94415a18f5f71c01d0af69be2b40b62dc31f0e9cd996cebd2c2b0c1f661,7c2e2aaf2f9f96b2d24ac474adb1e3fcfd5c6917,8c1f00715bdf151b88d8a27ed3372059599f69e3,swh:1:cnt:8c1f00715bdf151b88d8a27ed3372059599f69e3,swh:1:cnt:8c1f00715bdf151b88d8a27ed3372059599f69e3,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,not_applicable,,,,unknown,2025-11-12T11:35:32Z
